Asset ID,Asset Class,Park ID,Park Name,Asset Type,Asset Size,Primary Field,Location,Installation Date,Asset Description,Geometry Type,Point,Line,Polygon
106798,BBQ,1416,Little Mountain Park,PIT,N/A,N/A,"(49.954610071945716, -97.24159850553576)",,,POINT,POINT (-97.241598505536 49.954610071946),,
1138,SPORT COURT,165,Burton Cummings C.C,TENNIS,DOUBLE,Yes,"(49.90625423447101, -97.16751140265224)",,,POLYGON,,,"MULTIPOLYGON (((-97.167506392345 49.906371957131, -97.167652083369 49.906179554788, -97.167515314893 49.906136511811, -97.167370721936 49.906328238443, -97.167506392345 49.906371957131)))"
113678,SEATING,4003,Fraipont Park,ROCK,N/A,N/A,"(49.82471752103799, -97.06291282652666)",,,POINT,POINT (-97.062912826527 49.824717521038),,
113682,SEATING,4003,Fraipont Park,ROCK,N/A,N/A,"(49.82478969698493, -97.06284599947105)",,,POINT,POINT (-97.062845999471 49.824789696985),,
114841,MONUMENT,132,Vimy Ridge Memorial Park,STATUE,N/A,N/A,"(49.88586643864439, -97.16701325790055)",06/11/2021 12:00:00 AM,,POINT,POINT (-97.167013257901 49.885866438644),,
119754,BBQ,654,La Barriere Park,SWIVEL,N/A,N/A,"(49.721307898642664, -97.17360143580507)",,,POINT,POINT (-97.173601435805 49.721307898643),,
120245,STAND-ALONE PLAY COMPONENT,665,Waterfront Park,N/A,N/A,N/A,"(49.83860714415654, -97.06010397442773)",,,POINT,POINT (-97.060103974428 49.838607144157),,
120312,SEATING,1037,Sun Valley Park North,ROCK,N/A,N/A,"(49.938996676551696, -97.04846477980348)",,,POINT,POINT (-97.048464779803 49.938996676552),,
120250,STAND-ALONE PLAY COMPONENT,665,Waterfront Park,N/A,N/A,N/A,"(49.838660839688146, -97.06027327531068)",,,POINT,POINT (-97.060273275311 49.838660839688),,
120304,SEATING,1037,Sun Valley Park North,ROCK,N/A,N/A,"(49.93894035013686, -97.04848284986775)",,,POINT,POINT (-97.048482849868 49.938940350137),,
120308,SEATING,1037,Sun Valley Park North,ROCK,N/A,N/A,"(49.9390179382669, -97.04839898938275)",,,POINT,POINT (-97.048398989383 49.939017938267),,
120244,STAND-ALONE PLAY COMPONENT,665,Waterfront Park,N/A,N/A,N/A,"(49.83859804097146, -97.06010751911364)",,,POINT,POINT (-97.060107519114 49.838598040971),,
120300,SEATING,1037,Sun Valley Park North,ROCK,N/A,N/A,"(49.9388878299122, -97.04854200612772)",,,POINT,POINT (-97.048542006128 49.938887829912),,
120380,SEATING,1451,Matt Jonsson Memorial Skatepark,BENCH,N/A,N/A,"(49.894421665302694, -97.27840670944767)",,,POINT,POINT (-97.278406709448 49.894421665303),,
120251,PLAY STRUCTURE,665,Waterfront Park,5 TO 12,LARGE,N/A,"(49.838650261312566, -97.06018869650752)",,,POINT,POINT (-97.060188696508 49.838650261313),,
120306,SEATING,1037,Sun Valley Park North,ROCK,N/A,N/A,"(49.9389816084076, -97.04844432988354)",,,POINT,POINT (-97.048444329884 49.938981608408),,
120574,ICE SKATING SURFACE,4100,Eaglewood Park,PLEASURE RINK,N/A,N/A,"(49.78002671138121, -97.19687877391576)",,,POLYGON,,,"MULTIPOLYGON (((-97.197082831887 49.780113277647, -97.196936111861 49.779876061725, -97.196674715945 49.779941492299, -97.196821165265 49.780177361038, -97.197082831887 49.780113277647)))"
120638,BBQ,654,La Barriere Park,SWIVEL,N/A,N/A,"(49.720764509130326, -97.17478418019745)",,,POINT,POINT (-97.174784180197 49.72076450913),,
120527,SEATING,1070,Kirkbridge Park,ROCK,N/A,N/A,"(49.790626357533114, -97.16242915040539)",,,POINT,POINT (-97.162429150405 49.790626357533),,
120678,SEATING,244,Living Prairie Museum,ROCK,N/A,N/A,"(49.889178409969304, -97.27281565384749)",,,POINT,POINT (-97.272815653847 49.889178409969),,
120532,SEATING,1070,Kirkbridge Park,ROCK,N/A,N/A,"(49.79060361421822, -97.16236987183238)",,,POINT,POINT (-97.162369871832 49.790603614218),,
120635,BBQ,654,La Barriere Park,SWIVEL,N/A,N/A,"(49.72005460539052, -97.17425427530557)",,,POINT,POINT (-97.174254275306 49.720054605391),,
120573,ICE SKATING SURFACE,54,Cedar Ranch Park,PLEASURE RINK,N/A,N/A,"(49.890428732365336, -97.03424424944617)",,,POLYGON,,,"MULTIPOLYGON (((-97.034345329852 49.890519324637, -97.03435843282 49.890343370824, -97.034140727365 49.890338140094, -97.034130066072 49.890512596642, -97.034345329852 49.890519324637)))"
120523,SEATING,1070,Kirkbridge Park,ROCK,N/A,N/A,"(49.790675309187726, -97.16231095538)",,,POINT,POINT (-97.16231095538 49.790675309188),,
1211,TRACK & FIELD,1146,Van Walleghem Park,LONG JUMP PIT,N/A,N/A,"(49.83952279586874, -97.1863823947828)",,,POLYGON,,,"MULTIPOLYGON (((-97.18620725719 49.839621823561, -97.186481199505 49.839482263489, -97.186490872055 49.839488797992, -97.186557532376 49.83944960301, -97.186518310977 49.839423768177, -97.186450098074 49.839464275366, -97.186459402786 49.839470593013, -97.18622621136 49.839588521068, -97.18620725719 49.839621823561)))"
120833,PARKING LOT,115,River Osborne C.C-Edna Stefaniuk Gym Site,N/A,N/A,N/A,"(49.87485923233167, -97.14364153979362)",,,POLYGON,,,"MULTIPOLYGON (((-97.1437177241 49.874835826966, -97.143712416615 49.874829097828, -97.143694527626 49.874835172556, -97.143645116132 49.874775485379, -97.14352581112 49.874813215095, -97.143613795572 49.874929581882, -97.143619198589 49.874942979284, -97.143703889292 49.874933859158, -97.143740274546 49.874921680615, -97.143719698433 49.87489691193, -97.143757268467 49.874884891396, -97.1437177241 49.874835826966)))"
121,ATHLETIC FIELD,70,"Andrew Mynarski, V.C. Park",BASEBALL,MINI,No,"(49.95908664907945, -97.18648163107267)",,,POLYGON,,,"MULTIPOLYGON (((-97.186209534566 49.959254229116, -97.186249461261 49.959259571051, -97.186289694909 49.959261553668, -97.186329953367 49.959260163064, -97.186369954317 49.959255408992, -97.186409417247 49.959247324789, -97.186448065419 49.959235967146, -97.186485627807 49.959221415712, -97.186521840999 49.95920377253, -97.186556451047 49.959183161324, -97.186589215243 49.959159726634, -97.186621333074 49.959132305136, -97.186650922033 49.959102172311, -97.186677754058 49.95906956041, -97.186701622339 49.959034720795, -97.186722342909 49.958997921996, -97.18673975606 49.958959447644, -97.186753727579 49.958919594284, -97.186222805501 49.958911731481, -97.186209534566 49.959254229116)))"
120935,PLAY STRUCTURE,1111,Muys Park,2 TO 12,LARGE,N/A,"(49.82992034093131, -97.19190408393658)",,,POINT,POINT (-97.191904083937 49.829920340931),,
121034,ATHLETIC FIELD,403,John Shaley Tot Lot / Sinclair Park C.C,SOCCER,MINI,Yes,"(49.93053217626786, -97.15196988088492)",,,POLYGON,,,"MULTIPOLYGON (((-97.151717787561 49.930563268582, -97.151919938408 49.930691076987, -97.152221974209 49.930501083431, -97.15201982333 49.930373275549, -97.151717787561 49.930563268582)))"
121033,ATHLETIC FIELD,403,John Shaley Tot Lot / Sinclair Park C.C,SOCCER,MINI,Yes,"(49.93075089998744, -97.15162288020377)",,,POLYGON,,,"MULTIPOLYGON (((-97.151874974876 49.930719807922, -97.151672824031 49.930591999439, -97.151370785532 49.930781991531, -97.151572936344 49.930909800536, -97.151874974876 49.930719807922)))"
121975,SEATING,882,Westdale Recreation Site,ROCK,N/A,N/A,"(49.851346862095696, -97.31623797323013)",,,POINT,POINT (-97.31623797323 49.851346862096),,
125013,SEATING,122,Mayfair Park East,BENCH,N/A,N/A,"(49.88326245637862, -97.13646517157984)",,,POINT,POINT (-97.13646517158 49.883262456379),,
126032,STAND-ALONE PLAY COMPONENT,298,Tokarz Park,N/A,N/A,N/A,"(49.95531119345109, -97.13511483438754)",,,POINT,POINT (-97.135114834388 49.955311193451),,
126113,SEATING,1076,Whyte Ridge C.C,BENCH,N/A,N/A,"(49.811693806435535, -97.21544071886689)",,,POINT,POINT (-97.215440718867 49.811693806436),,
130356,SEATING,1156,Whittier Park,BENCH,N/A,N/A,"(49.89954647331537, -97.1181562541401)",,,POINT,POINT (-97.11815625414 49.899546473315),,
130078,SEATING,317,Manila-Jefferson Tot Lot,ROCK,N/A,N/A,"(49.95736350868, -97.17700928435033)",,,POINT,POINT (-97.17700928435 49.95736350868),,
133514,SEATING,156,Jacob Penner Park,BENCH,N/A,N/A,"(49.90161792969291, -97.1613800524197)",,,POINT,POINT (-97.16138005242 49.901617929693),,
19,ATHLETIC FIELD,96,Kleysen Park,SOCCER,FULL,Yes,"(49.83735496625201, -97.20032846515652)",,,POLYGON,,,"MULTIPOLYGON (((-97.200959091471 49.837008583402, -97.200134609264 49.836834979204, -97.199697838842 49.83768957152, -97.200517055217 49.8378749533, -97.200959091471 49.837008583402)))"
23549,SEATING,153,Valour C.C-Orioles Site,BENCH,N/A,N/A,"(49.89120260215243, -97.17151041033745)",,,POINT,POINT (-97.171510410337 49.891202602152),,
25884,SEATING,1210,Rotary Heritage Park,BENCH,N/A,N/A,"(49.902424307263196, -97.02402001072824)",,,POINT,POINT (-97.024020010728 49.902424307263),,
3,ATHLETIC FIELD,1324,Sir Winston Churchill Park,SOCCER,MINI,Yes,"(49.89736377527417, -96.96662170053258)",,,POLYGON,,,"MULTIPOLYGON (((-96.966860018756 49.897455091054, -96.966867338982 49.897280949123, -96.966383384048 49.897272459494, -96.966376062083 49.897446601374, -96.966860018756 49.897455091054)))"
316,ATHLETIC FIELD,165,Burton Cummings C.C,BASEBALL,ADULT,Yes,"(49.90654448159171, -97.16856325659592)",,,POLYGON,,,"MULTIPOLYGON (((-97.169207053 49.906516917061, -97.168359745397 49.906232569213, -97.167919460192 49.906779790867, -97.1680201179 49.90681198556, -97.168123134443 49.906835566574, -97.16822777413 49.906850365505, -97.168333289676 49.906856276667, -97.168438927544 49.906853257844, -97.168543933321 49.906841330597, -97.168647557108 49.906820580103, -97.168750543026 49.906790654374, -97.168850586208 49.906752014885, -97.168946950883 49.906704945811, -97.169038928335 49.906649793324, -97.16912584211 49.906586963044, -97.169207053 49.906516917061)))"
35186,SEATING,1361,Buhler Recreation Park,PLAYERS BENCH,N/A,N/A,"(49.879058025520656, -96.98895227824045)",,,POINT,POINT (-96.98895227824 49.879058025521),,
36022,BICYCLE RACK,1404,Fort Douglas Park,STANDARD,N/A,N/A,"(49.90072299597445, -97.12920198613571)",,,POINT,POINT (-97.129201986136 49.900722995974),,
40336,ATHLETIC FIELD,595,Harold Hatcher Park,DISC SPORT,THREE QUARTERS,No,"(49.90730788532419, -96.97540707957691)",,,POLYGON,,,"MULTIPOLYGON (((-96.975785782994 49.907399727577, -96.975795516476 49.907233503845, -96.975028308802 49.907216043072, -96.975018642678 49.907380595631, -96.975785782994 49.907399727577)))"
40361,SHELTER,593,Millennium Park,PICNIC,SMALL,N/A,"(49.90230242138124, -96.96921922661605)",,,POINT,POINT (-96.969219226616 49.902302421381),,
408,ATHLETIC FIELD,828,Maple Grove Park,DISC SPORT,FULL,Yes,"(49.79145691957825, -97.13048995574087)",,,POLYGON,,,"MULTIPOLYGON (((-97.131247677047 49.791379365506, -97.131002084005 49.791105132026, -97.129732234435 49.791520431755, -97.129977281524 49.79180870713, -97.131247677047 49.791379365506)))"
40875,PARKING LOT,874,Charleswood Place,N/A,N/A,N/A,"(49.83737636876441, -97.3117905778929)",,,POLYGON,,,"MULTIPOLYGON (((-97.312390782257 49.83751536509, -97.312420479194 49.837342185738, -97.311724106756 49.837281267561, -97.311717896204 49.837280747677, -97.311317535828 49.837247232907, -97.311199747997 49.837237372439, -97.311160676592 49.837411981348, -97.311636236642 49.837452191075, -97.311786481924 49.837464894251, -97.312390782257 49.83751536509)))"
40909,PARKING LOT,1451,Matt Jonsson Memorial Skatepark,N/A,N/A,N/A,"(49.89426348700162, -97.27814571128827)",,,POLYGON,,,"MULTIPOLYGON (((-97.277945090355 49.894307962513, -97.277926798897 49.894499456984, -97.278284873402 49.894507888073, -97.27836462368 49.89403507727, -97.277968195329 49.89401908593, -97.277965614759 49.89403662988, -97.277945090355 49.894307962513)))"
