Asset ID,Asset Class,Park ID,Park Name,Asset Type,Asset Size,Primary Field,Location,Installation Date,Asset Description,Geometry Type,Point,Line,Polygon
116404,BICYCLE RACK,2520,Parc Ron Duhamel Park,STANDARD,N/A,N/A,"(49.83374588075724, -97.03566208593787)",,,POINT,POINT (-97.035662085938 49.833745880757),,
117032,BICYCLE RACK,954,St. Norbert C.C,STANDARD,N/A,N/A,"(49.76749748186193, -97.15496960342895)",,,POINT,POINT (-97.154969603429 49.767497481862),,
25384,SEATING,1006,Kennedy Street End,BENCH,N/A,N/A,"(49.88264371105665, -97.14344167693176)",,,POINT,POINT (-97.143441676932 49.882643711057),,
124977,SEATING,504,Jill Officer Park,BENCH,N/A,N/A,"(49.94376098736136, -97.07623554725537)",,,POINT,POINT (-97.076235547255 49.943760987361),,
133897,PARKING LOT,790,St. Vital Park,N/A,N/A,N/A,"(49.82760279847119, -97.13809788120902)",,,POLYGON,,,"MULTIPOLYGON (((-97.138163856103 49.827737058829, -97.138370090229 49.827655903128, -97.138356795069 49.827640047062, -97.138436654278 49.827606916666, -97.138340327486 49.827502128823, -97.138316458834 49.827475266767, -97.138298025613 49.827454521785, -97.137957398699 49.827587875323, -97.137789651771 49.827654652702, -97.13775910814 49.827666811588, -97.137789143805 49.827699476888, -97.137806389881 49.827718232841, -97.137828501592 49.827742583764, -97.137836212157 49.827751075157, -97.137836216274 49.827751074818, -97.137968476759 49.827740176289, -97.137965609299 49.827732232558, -97.13810793674 49.827713478732, -97.138110699198 49.827720523124, -97.138145937909 49.827715653594, -97.138163856103 49.827737058829)))"
108539,SEATING,790,St. Vital Park,BENCH,N/A,N/A,"(49.830883124128995, -97.1440344697151)",,,POINT,POINT (-97.144034469715 49.830883124129),,
84299,SEATING,999,Assiniboine Park,BENCH,N/A,N/A,"(49.87186125481652, -97.23014333948773)",,,POINT,POINT (-97.230143339488 49.871861254817),,
109152,STAND-ALONE PLAY COMPONENT,6081,Brad Little Park,N/A,N/A,N/A,"(49.89133527010388, -96.96200518166526)",,,POINT,POINT (-96.962005181665 49.891335270104),,
45962,STAND-ALONE PLAY COMPONENT,545,Tanya Park,N/A,N/A,N/A,"(49.92874178142917, -97.05462087543089)",,,POINT,POINT (-97.054620875431 49.928741781429),,
71867,SEATING,2828,Water Bend Park,BENCH,N/A,N/A,"(49.797089798675806, -97.2078182912817)",,,POINT,POINT (-97.207818291282 49.797089798676),,
22495,SEATING,345,Kildonan Park,BENCH,N/A,N/A,"(49.942849530413135, -97.1074209026534)",,,POINT,POINT (-97.107420902653 49.942849530413),,
23135,SEATING,392,Old Exhibition Athletic Grounds,BENCH,N/A,N/A,"(49.918053433329504, -97.1611759986178)",,,POINT,POINT (-97.161175998618 49.91805343333),,
73127,STAND-ALONE PLAY COMPONENT,508,Bret Bay Park,N/A,N/A,N/A,"(49.93827179604124, -97.06246021577597)",,,POINT,POINT (-97.062460215776 49.938271796041),,
44621,SWING SET,918,Cordova Park,N/A,2 BAY,N/A,"(49.8654616002765, -97.18865767245823)",,,POINT,POINT (-97.188657672458 49.865461600277),,
72991,SEATING,398,Rejoice Fun Park,BENCH,N/A,N/A,"(49.92017217908665, -97.14187003187118)",,,POINT,POINT (-97.141870031871 49.920172179087),,
853,ATHLETIC FIELD,823,Burland Park,SOCCER,LTPD,Yes,"(49.80314123985265, -97.10689606429156)",,,POLYGON,,,"MULTIPOLYGON (((-97.106713658945 49.803353392015, -97.107259145044 49.803196910734, -97.107084786693 49.80292908769, -97.106532983539 49.803088898694, -97.106713658945 49.803353392015)))"
93592,SEATING,345,Kildonan Park,BENCH,N/A,N/A,"(49.944100325363365, -97.11122366704103)",,,POINT,POINT (-97.111223667041 49.944100325363),,
45252,STAND-ALONE PLAY COMPONENT,1026,Riverview C.C,N/A,N/A,N/A,"(49.8649261182508, -97.11818018289392)",,,POINT,POINT (-97.118180182894 49.864926118251),,
85939,SEATING,657,Bergen Cutoff Park,BENCH,N/A,N/A,"(49.94548803154085, -97.09435182794462)",,,POINT,POINT (-97.094351827945 49.945488031541),,
1204,TRACK & FIELD,1017,Gary Hobson Memorial Park / Fort Garry C.C,RUNNING TRACK,N/A,N/A,"(49.841347739075516, -97.15023510304161)",,,POLYGON,,,"MULTIPOLYGON (((-97.150035955494 49.841956409735, -97.150072674183 49.841943780361, -97.151241396347 49.841541789368, -97.151322213125 49.841513991126, -97.151356990974 49.841502028693, -97.151373418898 49.841494877626, -97.151407290361 49.841478169383, -97.151442334328 49.841457604452, -97.151465397747 49.841441822767, -97.151494117816 49.841418954844, -97.151513779318 49.841400614687, -97.151533095578 49.841379667297, -97.151550863125 49.841356726584, -97.151562074065 49.841339548921, -97.151570750579 49.84132407731, -97.15157877028 49.841307184587, -97.151584639665 49.841292283871, -97.151589576183 49.841276833332, -97.151595323011 49.841250867458, -97.151597136748 49.841236758863, -97.151598036695 49.841222825634, -97.15159806073 49.841209066392, -97.151596766634 49.841190816874, -97.151594243695 49.841174092046, -97.151589914602 49.841155498964, -97.151584226631 49.841137689618, -97.151574295713 49.841114131153, -97.151563567118 49.84109407577, -97.15155224011 49.841076369822, -97.151538970872 49.841058574938, -97.151525036931 49.841042296619, -97.151508581072 49.84102540237, -97.151492960845 49.841011162536, -97.151476389346 49.84099757888, -97.151452882794 49.840980484959, -97.151430127054 49.840965926018, -97.151405259047 49.840951867581, -97.151378911019 49.840938765198, -97.151356225507 49.840928771903, -97.151328368709 49.840917945389, -97.151297133269 49.840907506592, -97.151261703412 49.840897628427, -97.151227298348 49.84088986028, -97.151200381652 49.840884952139, -97.151174668856 49.840881175876, -97.151138219656 49.840877292598, -97.151130456702 49.840865931174, -97.151244942308 49.840823754469, -97.151411464656 49.84076741423, -97.151369908572 49.840716350045, -97.150687612556 49.840952252727, -97.150443643905 49.841022822531, -97.149928100921 49.841196893926, -97.1489989547 49.841517202631, -97.148991879216 49.841519641749, -97.148872145353 49.841560917266, -97.148915247141 49.841615165399, -97.148929440155 49.84160997121, -97.149025315467 49.841574883834, -97.149034099703 49.841571669071, -97.149322678363 49.841466057449, -97.149341996665 49.841481932862, -97.149332903648 49.841496068355, -97.149323833419 49.841512220335, -97.149316541341 49.841527375244, -97.149310046206 49.841543434391, -97.149305014825 49.84155867097, -97.149300923234 49.841574488609, -97.149297563628 49.841593009632, -97.14929592489 49.841608429521, -97.1492953261 49.841625571808, -97.149296142882 49.841644340209, -97.14929818337 49.841661130933, -97.149301855235 49.841679523528, -97.149307177377 49.84169827757, -97.149313226004 49.84171480437, -97.149320167624 49.84173045268, -97.149329259644 49.841747724441, -97.149339751748 49.841764725694, -97.149350879067 49.841780418117, -97.149360681255 49.841792776518, -97.149375246057 49.841809215543, -97.149392919123 49.841826787946, -97.149409817528 49.841841701969, -97.149427871327 49.841856006383, -97.149449625437 49.841871411425, -97.149475428664 49.841887543226, -97.149497098042 49.84189957917, -97.149522928988 49.841912379353, -97.149549446804 49.841923982893, -97.149570821424 49.841932322127, -97.149596207416 49.841941157287, -97.14962148748 49.841948890885, -97.149648325074 49.841956021405, -97.149681141847 49.841963329272, -97.149709680879 49.841968494211, -97.149738535284 49.841972643729, -97.149769789678 49.841975965647, -97.149802984525 49.841978195341, -97.149838644786 49.841979128106, -97.149867481349 49.841978782971, -97.149900665485 49.841977165415, -97.149933940293 49.841974214234, -97.149957823879 49.841971257037, -97.149993611791 49.841965468891, -97.1500188122 49.841960376414, -97.150035955494 49.841956409735), (-97.149580663709 49.841383135092, -97.149600980179 49.841376327047, -97.149620526326 49.841369777132, -97.149641419064 49.841362775968, -97.149663240411 49.841355463621, -97.149692675949 49.841345599744, -97.150939998029 49.840927610252, -97.150965026747 49.840923819108, -97.150997076465 49.840920325973, -97.151025069878 49.840918487297, -97.151048657681 49.840917798665, -97.151076930127 49.84091800237, -97.151098221827 49.840918897638, -97.151121895349 49.840920648871, -97.151150339529 49.840923825819, -97.151175095717 49.840927572427, -97.151202064976 49.840932737998, -97.151228161404 49.840938870545, -97.151253384115 49.840945929849, -97.1512773598 49.840953754372, -97.151299761376 49.840962136495, -97.151342564211 49.84098144982, -97.151362958323 49.840992436956, -97.151385962069 49.841006511045, -97.151405377272 49.84102004776, -97.151423560541 49.841034419728, -97.151434809202 49.841044313028, -97.151447314794 49.84105641692, -97.151458303496 49.841068231309, -97.151471472765 49.841084276972, -97.151484628015 49.84110318816, -97.151494973112 49.841121192262, -97.151504258962 49.841141452328, -97.151511673599 49.841163404063, -97.151516525198 49.841185736347, -97.15151889696 49.841218447638, -97.151516290471 49.841247801106, -97.15151294297 49.841263877312, -97.15150822401 49.841279886305, -97.151502260253 49.841295470798, -97.15149301804 49.841314583565, -97.151480977686 49.841334509662, -97.151466829697 49.841353739822, -97.151451709971 49.841371090532, -97.151438475674 49.841384354389, -97.15142257947 49.841398489458, -97.151404369796 49.841412782698, -97.151386045105 49.841425519812, -97.15136765718 49.841436927751, -97.15134839532 49.841447623742, -97.151320911579 49.841460987143, -97.15008773719 49.841879044017, -97.150039685526 49.841895333535, -97.150008678586 49.841905844874, -97.14998521246 49.841912389973, -97.149957248867 49.841917726857, -97.149924377356 49.841922453998, -97.149893579937 49.841925433489, -97.149863627221 49.841927027625, -97.149838501359 49.841927389186, -97.149810042975 49.841926728099, -97.149784064341 49.841925125465, -97.14975849432 49.841922601373, -97.14972801764 49.84191833123, -97.149701093052 49.841913370315, -97.149671977818 49.841906679208, -97.149643014089 49.841898555691, -97.14961683194 49.841889839321, -97.149594223363 49.841881156865, -97.149569711791 49.84187039253, -97.149545503106 49.841858192419, -97.149524165545 49.84184593693, -97.14950427662 49.841833013679, -97.14949005852 49.841822724695, -97.149474514344 49.84181027642, -97.149460288502 49.841797555977, -97.149447952896 49.841785251983, -97.149435637536 49.841771467719, -97.149424484237 49.841757287144, -97.149415530825 49.841744322636, -97.149406275803 49.841728815103, -97.149398857933 49.841714065364, -97.149392854321 49.841699668925, -97.149388188549 49.841685828514, -97.149384644215 49.841672304169, -97.149381986584 49.841658169049, -97.149380249247 49.841642207841, -97.149379816778 49.841628300233, -97.149380326912 49.841615207006, -97.149381974018 49.841600437345, -97.149384542971 49.841586669847, -97.149388352238 49.841572149233, -97.149393985529 49.841555909127, -97.149399087763 49.84154395802, -97.149404451983 49.841533101859, -97.149412193941 49.841519500628, -97.149423264042 49.841502908296, -97.149435236044 49.841487534216, -97.149444753954 49.841476691117, -97.149455886046 49.841465207026, -97.149468951477 49.841453053402, -97.149484605348 49.841440010405, -97.149497588243 49.841430229241, -97.149511726726 49.841420480822, -97.149527453198 49.841410595111, -97.149545298646 49.841400439739, -97.149562853636 49.841391417167, -97.149580663709 49.841383135092)))"
24978,SEATING,1363,Bridgwater Forest Park,BENCH,N/A,N/A,"(49.806997771652355, -97.17623980743822)",,,POINT,POINT (-97.176239807438 49.806997771652),,
46887,PLAY STRUCTURE,410,Parr Tot Lot,5 TO 12,MEDIUM,N/A,"(49.93225963086504, -97.14150022770276)",,,POINT,POINT (-97.141500227703 49.932259630865),,
46221,STAND-ALONE PLAY COMPONENT,857,Oakdale McDowell Park,N/A,N/A,N/A,"(49.8516008126582, -97.27176817453146)",,,POINT,POINT (-97.271768174531 49.851600812658),,
72120,SEATING,1512,Bellemer Park,BENCH,N/A,N/A,"(49.76808101257667, -97.16603430620043)",,,POINT,POINT (-97.1660343062 49.768081012577),,
34484,SEATING,1146,Van Walleghem Park,PLAYERS BENCH,N/A,N/A,"(49.838250427833835, -97.18415550531287)",,,POINT,POINT (-97.184155505313 49.838250427834),,
23397,SEATING,644,Chliboyko Park,BENCH,N/A,N/A,"(49.92961837188467, -97.15418565548084)",,,POINT,POINT (-97.154185655481 49.929618371885),,
25044,SEATING,1035,Don Gerrie Park,BENCH,N/A,N/A,"(49.869872411510855, -97.12412940690555)",,,POINT,POINT (-97.124129406906 49.869872411511),,
44542,SWING SET,410,Parr Tot Lot,N/A,3 BAY,N/A,"(49.93238654523919, -97.14154880593239)",,,POINT,POINT (-97.141548805932 49.932386545239),,
41338,SANDBOX,676,Southdale C.C,N/A,N/A,N/A,"(49.84547637341993, -97.07682181326726)",,,POLYGON,,,"MULTIPOLYGON (((-97.076831563819 49.845499693814, -97.076855741972 49.845468528584, -97.07685598244 49.845468218624, -97.076810831916 49.845453053026, -97.076787644094 49.845483651173, -97.076831563819 49.845499693814)))"
77062,STAND-ALONE PLAY COMPONENT,2520,Parc Ron Duhamel Park,N/A,N/A,N/A,"(49.833653332194736, -97.03574711064711)",,,POINT,POINT (-97.035747110647 49.833653332195),,
62902,SEATING,467,East End Cultural & Leisure Centre,BENCH,N/A,N/A,"(49.913092302683516, -97.09791684883217)",,,POINT,POINT (-97.097916848832 49.913092302684),,
24737,SEATING,1106,Wildwood Park,BENCH,N/A,N/A,"(49.8455672486615, -97.12670975169452)",,,POINT,POINT (-97.126709751695 49.845567248662),,
84549,MONUMENT,999,Assiniboine Park,STATUE,N/A,N/A,"(49.87458991278758, -97.2362678251072)",01/01/1992 12:00:00 AM,De Zaaier (The Sower),POINT,POINT (-97.236267825107 49.874589912788),,
23164,SEATING,216,Bourkevale C.C,BENCH,N/A,N/A,"(49.874982954882555, -97.22097364634645)",,,POINT,POINT (-97.220973646346 49.874982954883),,
45631,STAND-ALONE PLAY COMPONENT,1344,Ken Oblik Parkway,N/A,N/A,N/A,"(49.78535133343296, -97.18026288849175)",,,POINT,POINT (-97.180262888492 49.785351333433),,
34773,SEATING,1383,John Blumberg Park,PLAYERS BENCH,N/A,N/A,"(49.87251771182473, -97.35835400460286)",,,POINT,POINT (-97.358354004603 49.872517711825),,
22890,SEATING,544,London-Reay Park,BENCH,N/A,N/A,"(49.92279732985467, -97.07150148080986)",,,POINT,POINT (-97.07150148081 49.922797329855),,
24007,SEATING,852,Varsity View C.C-Tom Brown Tot Lot,BENCH,N/A,N/A,"(49.86407783496243, -97.25935354601452)",,,POINT,POINT (-97.259353546015 49.864077834962),,
22719,SEATING,493,Bunn's Creek Centennial Park,BENCH,N/A,N/A,"(49.9452961715928, -97.05512364310601)",,,POINT,POINT (-97.055123643106 49.945296171593),,
51972,STAND-ALONE PLAY COMPONENT,522,Rotary Sunrise Park,N/A,N/A,N/A,"(49.92462694206026, -97.04169230481752)",,,POINT,POINT (-97.041692304818 49.92462694206),,
38721,SHELTER,470,Armstrong Park,PICNIC,SMALL,N/A,"(49.9085570288773, -97.07237268962814)",,,POINT,POINT (-97.072372689628 49.908557028877),,
82574,SEATING,1011,Crescent Drive Park,BENCH,N/A,N/A,"(49.832355853153544, -97.13407606226916)",,,POINT,POINT (-97.134076062269 49.832355853154),,
45995,STAND-ALONE PLAY COMPONENT,110,Carter Park,N/A,N/A,N/A,"(49.86111475525503, -97.15346760226797)",,,POINT,POINT (-97.153467602268 49.861114755255),,
48350,SEATING,1232,Legion Memorial Playground,BENCH,N/A,N/A,"(49.8883752585856, -97.22213507799235)",,,POINT,POINT (-97.222135077992 49.888375258586),,
45716,STAND-ALONE PLAY COMPONENT,981,Scurfield Park,N/A,N/A,N/A,"(49.81002509638419, -97.19962870295254)",,,POINT,POINT (-97.199628702953 49.810025096384),,
90755,BICYCLE RACK,348,Dakota Park / Dakota C.C,STANDARD,N/A,N/A,"(49.81964502139758, -97.10127714146277)",,,POINT,POINT (-97.101277141463 49.819645021398),,
94786,SEATING,4861,Gord Dong Park,BENCH,N/A,N/A,"(49.902512285986234, -97.14165225170966)",,,POINT,POINT (-97.14165225171 49.902512285986),,
37731,MONUMENT,132,Vimy Ridge Memorial Park,MEMORIAL,N/A,N/A,"(49.88576777747455, -97.16709364134887)",,XIIth Manitoba Dragoons 18 Armoured Car Regiment,POINT,POINT (-97.167093641349 49.885767777475),,
41244,SANDBOX,953,Dorge Park,N/A,N/A,N/A,"(49.764318164700036, -97.15677312760877)",,,POLYGON,,,"MULTIPOLYGON (((-97.156749522341 49.764327106167, -97.156787849065 49.764333266622, -97.156796732877 49.764308827002, -97.156758391143 49.764303062779, -97.156749522341 49.764327106167)))"
95200,SEATING,2828,Water Bend Park,BENCH,N/A,N/A,"(49.79748811930995, -97.20722983244019)",,,POINT,POINT (-97.20722983244 49.79748811931),,
50906,STAND-ALONE PLAY COMPONENT,663,Island Shore Park,N/A,N/A,N/A,"(49.835624845802634, -97.07128794648878)",,,POINT,POINT (-97.071287946489 49.835624845803),,
22741,SEATING,667,Island Lakes Bridge North,BENCH,N/A,N/A,"(49.83340059261573, -97.05762525410789)",,,POINT,POINT (-97.057625254108 49.833400592616),,
90664,STAND-ALONE PLAY COMPONENT,4661,Aurora Park,N/A,N/A,N/A,"(49.96367645311064, -97.12730703923154)",,,POINT,POINT (-97.127307039232 49.963676453111),,
23529,SEATING,70,"Andrew Mynarski, V.C. Park",BENCH,N/A,N/A,"(49.95885372526164, -97.18577774443145)",,,POINT,POINT (-97.185777744431 49.958853725262),,
42380,ICE SKATING SURFACE,114,Earl Grey C.C,HOCKEY PEN,N/A,N/A,"(49.8666111867009, -97.151397314355)",,,POLYGON,,,"MULTIPOLYGON (((-97.151262824225 49.86684537836, -97.151809466645 49.866658613496, -97.151814784099 49.866657219693, -97.151819959214 49.866655365995, -97.151824952298 49.86665306662, -97.151829725054 49.866650339203, -97.151834240878 49.866647204662, -97.151838465135 49.86664368704, -97.151842365424 49.866639813314, -97.151845911833 49.866635613195, -97.151849077161 49.866631118898, -97.151851837131 49.866626364892, -97.151854170575 49.866621387639, -97.151856019832 49.866616350294, -97.151857432086 49.866611173408, -97.151858397014 49.866605894818, -97.151858907565 49.866600553102, -97.151858960007 49.866595187298, -97.151858553957 49.866589836623, -97.151857692383 49.866584540182, -97.151856381582 49.866579336683, -97.151854631133 49.866574264156, -97.151789398724 49.866490228426, -97.151693265817 49.866366384501, -97.15093563456 49.866618152883, -97.150965109107 49.866653935109, -97.150971348226 49.866661945055, -97.151039592951 49.866744358553, -97.151102082577 49.866820220714, -97.15111293916 49.866828143635, -97.151124404947 49.866835156038, -97.151136403759 49.866841211333, -97.151148855875 49.866846269287, -97.151161678561 49.866850296295, -97.151174786623 49.866853265601, -97.151189556355 49.866855298406, -97.151204449327 49.866855988801, -97.151219343781 49.866855331142, -97.151234117946 49.866853330806, -97.151248651032 49.866850004146, -97.151262824225 49.86684537836)))"
83,ATHLETIC FIELD,146,Valour C.C-Isaac Brock Site,SOCCER,LTPD,Yes,"(49.889715824314194, -97.18661593310821)",,,POLYGON,,,"MULTIPOLYGON (((-97.186810229032 49.889478288134, -97.186457640657 49.889462220837, -97.186421637185 49.889960131475, -97.186771576936 49.889969427792, -97.186810229032 49.889478288134)))"
22239,SEATING,306,Red River C.C,BENCH,N/A,N/A,"(49.9553115740059, -97.09884397136744)",,,POINT,POINT (-97.098843971367 49.955311574006),,
24467,SEATING,1361,Buhler Recreation Park,BENCH,N/A,N/A,"(49.87874913720495, -96.98378766247994)",,,POINT,POINT (-96.98378766248 49.878749137205),,
45185,STAND-ALONE PLAY COMPONENT,1037,Sun Valley Park North,N/A,N/A,N/A,"(49.938483598274516, -97.04914246565792)",,,POINT,POINT (-97.049142465658 49.938483598275),,
95782,SEATING,1417,Bishop Grandin Greenway,ROCK,N/A,N/A,"(49.83097109998107, -97.11659758531536)",,,POINT,POINT (-97.116597585315 49.830971099981),,
126073,SPORT COURT,1313,Kilcona Park,HANDBALL,FULL COURT,Yes,"(49.932285966546125, -97.0142094183231)",,,POLYGON,,,"MULTIPOLYGON (((-97.014132187974 49.93233700032, -97.014284154361 49.932337848936, -97.014286648672 49.932234770436, -97.014133023633 49.932234084156, -97.014132187974 49.93233700032)))"
37639,MONUMENT,1040,Wightman Green,BOULDER WITH PLAQUE,N/A,N/A,"(49.88472853764216, -97.22773697961935)",06/01/1986 12:00:00 AM,Wightman Green,POINT,POINT (-97.227736979619 49.884728537642),,
62639,SEATING,136,McFadyen Playground,BENCH,N/A,N/A,"(49.883666015474695, -97.14179706023096)",,,POINT,POINT (-97.141797060231 49.883666015475),,
83083,ATHLETIC FIELD,260,Optimist Park,BASEBALL,ADULT,Yes,"(49.91201864413257, -97.31014231888491)",,,POLYGON,,,"MULTIPOLYGON (((-97.310236823968 49.912329379165, -97.310560441795 49.912343053134, -97.310628064794 49.911734091378, -97.309681458579 49.911694235131, -97.309656572976 49.911973193923, -97.309673088523 49.912015036613, -97.30969304637 49.912055351105, -97.309716306617 49.912093854804, -97.309742706215 49.912130277808, -97.309772060108 49.912164364798, -97.309804162532 49.912195876833, -97.309838788455 49.91222459302, -97.309877329509 49.912251348014, -97.309918057708 49.912274638704, -97.309960662491 49.912294287495, -97.310004818985 49.912310144559, -97.310050190488 49.912322088983, -97.310096431029 49.912330029687, -97.310143188015 49.912333906122, -97.310190104912 49.912333688729, -97.310236823968 49.912329379165)))"
98155,SEATING,3963,Ridgewood West Playground,BENCH,N/A,N/A,"(49.841768724135314, -97.31960683626139)",,,POINT,POINT (-97.319606836261 49.841768724135),,
23354,SEATING,401,John Yuzyk Park-Sinclair Park C.C-Robertson Site,BENCH,N/A,N/A,"(49.934954202330324, -97.15962307192275)",,,POINT,POINT (-97.159623071923 49.93495420233),,
133162,SEATING,878,Westdale C.C,PLAYERS BENCH,N/A,N/A,"(49.86122015812047, -97.31600068496519)",,,POINT,POINT (-97.316000684965 49.86122015812),,
23183,SEATING,847,Elswood Bole Park,BENCH,N/A,N/A,"(49.81448614048976, -97.0823630193404)",,,POINT,POINT (-97.08236301934 49.81448614049),,
24274,SEATING,901,Edward Shindleman Park,BENCH,N/A,N/A,"(49.84618743806408, -97.22707679793723)",,,POINT,POINT (-97.227076797937 49.846187438064),,
73139,STAND-ALONE PLAY COMPONENT,508,Bret Bay Park,N/A,N/A,N/A,"(49.938364952445944, -97.06250990015602)",,,POINT,POINT (-97.062509900156 49.938364952446),,
44732,SWING SET,795,Demare-Dodick Park,N/A,2 BAY,N/A,"(49.82745668435204, -97.13378158954062)",,,POINT,POINT (-97.133781589541 49.827456684352),,
82358,PLAY STRUCTURE,251,Isbister Park,2 TO 5,SMALL,N/A,"(49.89202226302736, -97.31671614357843)",,,POINT,POINT (-97.316716143578 49.892022263027),,
24411,SEATING,593,Millennium Park,BENCH,N/A,N/A,"(49.9023649410182, -96.96896613323288)",,,POINT,POINT (-96.968966133233 49.902364941018),,
38625,BBQ,790,St. Vital Park,PIT,N/A,N/A,"(49.828982342072614, -97.13671875233202)",,,POINT,POINT (-97.136718752332 49.828982342073),,
73892,SPORT COURT,114,Earl Grey C.C,BASKETBALL,HALF COURT,Yes,"(49.866810542868606, -97.15090239929184)",,,POLYGON,,,"MULTIPOLYGON (((-97.150949350803 49.866744502542, -97.150790448133 49.866798549384, -97.150854337488 49.866876583195, -97.151014350451 49.866825304495, -97.150949350803 49.866744502542)))"
88984,MONUMENT,177,Giizhigooweyaabikwe Park,BOULDER WITH PLAQUE,N/A,N/A,"(49.904181169445955, -97.14139549484827)",08/01/2018 12:00:00 AM,Giizhigooweyaabikwe Park (Painted Sky Woman),POINT,POINT (-97.141395494848 49.904181169446),,
80276,BICYCLE RACK,1235,Millennium Library Park,STANDARD,N/A,N/A,"(49.89183384477639, -97.14128515784788)",,,POINT,POINT (-97.141285157848 49.891833844776),,
556,ATHLETIC FIELD,558,Victoria Jason Park,SOCCER,THREE QUARTERS,Yes,"(49.89918809839942, -96.98207748346724)",,,POLYGON,,,"MULTIPOLYGON (((-96.982464438946 49.899358369633, -96.982462760869 49.899028261879, -96.981690527988 49.899017827166, -96.981695408675 49.899348826549, -96.982464438946 49.899358369633)))"
131276,SEATING,1361,Buhler Recreation Park,PLAYERS BENCH,N/A,N/A,"(49.879552953852084, -96.98898375017653)",,,POINT,POINT (-96.988983750177 49.879552953852),,
89637,MONUMENT,999,Assiniboine Park,STATUE,N/A,N/A,"(49.86886631849378, -97.22195801701655)",,Sister Geraldine MacNamara,POINT,POINT (-97.221958017017 49.868866318494),,
46466,STAND-ALONE PLAY COMPONENT,403,John Shaley Tot Lot / Sinclair Park C.C,N/A,N/A,N/A,"(49.93008656703596, -97.15041117452155)",,,POINT,POINT (-97.150411174522 49.930086567036),,
45505,STAND-ALONE PLAY COMPONENT,386,Michaëlle Jean Park / Norquay C.C,N/A,N/A,N/A,"(49.91006305567448, -97.12687419282379)",,,POINT,POINT (-97.126874192824 49.910063055674),,
83919,SHELTER,999,Assiniboine Park,PERGOLA,SMALL,N/A,"(49.871757147786425, -97.2269143678304)",,,POINT,POINT (-97.22691436783 49.871757147786),,
82622,STAND-ALONE PLAY COMPONENT,575,Frejuk Park,N/A,N/A,N/A,"(49.90490680605809, -96.9835081565479)",,,POINT,POINT (-96.983508156548 49.904906806058),,
76936,SEATING,493,Bunn's Creek Centennial Park,BENCH,N/A,N/A,"(49.9496796928299, -97.05819540123943)",,,POINT,POINT (-97.058195401239 49.94967969283),,
24096,SEATING,848,Smithdale Park,BENCH,N/A,N/A,"(49.87160119440135, -97.25498726339254)",,,POINT,POINT (-97.254987263393 49.871601194401),,
44693,SWING SET,310,Madrigal-Marquis Tot Lot,N/A,1 BAY,N/A,"(49.948871855982595, -97.17719792760148)",,,POINT,POINT (-97.177197927601 49.948871855983),,
45846,STAND-ALONE PLAY COMPONENT,391,Immaculate Heart Playground,N/A,N/A,N/A,"(49.916198269656384, -97.15225622308587)",,,POINT,POINT (-97.152256223086 49.916198269656),,
24220,SEATING,790,St. Vital Park,BENCH,N/A,N/A,"(49.82987027464501, -97.14397584748343)",,,POINT,POINT (-97.143975847483 49.829870274645),,
85707,SEATING,1907,Grandmont Park,BENCH,N/A,N/A,"(49.77125818401496, -97.16799260078011)",,,POINT,POINT (-97.16799260078 49.771258184015),,
119835,SEATING,1011,Crescent Drive Park,BENCH,N/A,N/A,"(49.833190517296316, -97.13587901496456)",,,POINT,POINT (-97.135879014965 49.833190517296),,
22955,SEATING,345,Kildonan Park,BENCH,N/A,N/A,"(49.94555879418194, -97.10417274679489)",,,POINT,POINT (-97.104172746795 49.945558794182),,
23723,SEATING,360,Verbena Park,BENCH,N/A,N/A,"(49.946582058166776, -97.14233219898792)",,,POINT,POINT (-97.142332198988 49.946582058167),,
84531,STAND-ALONE PLAY COMPONENT,999,Assiniboine Park,N/A,N/A,N/A,"(49.87217881725336, -97.23208561451882)",,,POINT,POINT (-97.232085614519 49.872178817253),,
72724,PARKING LOT,300,McBeth House & Grounds,N/A,N/A,N/A,"(49.95649885377533, -97.085510417735)",,,POLYGON,,,"MULTIPOLYGON (((-97.085866732104 49.956252813161, -97.085768369551 49.956207380816, -97.085691903211 49.956268362507, -97.08559389777 49.956353370757, -97.085588457884 49.956358831369, -97.08558252175 49.956361310349, -97.085574168483 49.956362758278, -97.08556463415 49.956362997332, -97.085154103366 49.956728455571, -97.08521183099 49.956755681897, -97.085285288169 49.956790326734, -97.085386602052 49.956696668602, -97.085510729497 49.956581920179, -97.085708915858 49.956398707272, -97.085780340407 49.956332678587, -97.085866732104 49.956252813161)))"
34590,SEATING,1017,Gary Hobson Memorial Park / Fort Garry C.C,PLAYERS BENCH,N/A,N/A,"(49.84198983048932, -97.1473709239511)",,,POINT,POINT (-97.147370923951 49.841989830489),,
76082,STAND-ALONE PLAY COMPONENT,480,Arby Bay Park,N/A,N/A,N/A,"(49.9410490662523, -97.08344896918236)",,,POINT,POINT (-97.083448969182 49.941049066252),,
23885,SEATING,311,Neville-Margate Tot Lot,BENCH,N/A,N/A,"(49.95029573680115, -97.1794033585679)",,,POINT,POINT (-97.179403358568 49.950295736801),,
46796,PLAY STRUCTURE,632,Elmwood Winter Club,5 TO 12,SMALL,N/A,"(49.909573067447866, -97.11340394533674)",,,POINT,POINT (-97.113403945337 49.909573067448),,
